vehical_name,Registration Year ,Insurance ,Fuel Type ,Seats ,Kms Driven ,RTO ,Ownership ,Engine Displacement ,Transmission ,Year of Manufacture ,Engine ,Power ,Transmission ,Drive Type ,Mileage ,Fuel ,new_vehical_price,vehical_price,other_features
2020 Hyundai Venue S Turbo,Feb 2020,Comprehensive,Petrol,5 Seats,"34,000 Kms",Gurgaon,First Owner,998 cc,Manual,2020,,,Manual,,,,New Car Price ₹10.15 Lakh,₹7.10 Lakh Make Your Offer,[]
2011 Maruti Swift Dzire VDi,Apr 2011,Comprehensive,Diesel,5 Seats,"70,808 Kms",New Delhi,Second Owner,1248 cc,Manual,2011,,,Manual,,,,New Car Price ₹7.79 Lakh,₹2.65 Lakh Make Your Offer,[]
2014 Volkswagen Jetta 2.0L TDI Comfortline,Feb 2015,Comprehensive,Diesel,5 Seats,"74,000 Kms",Gurgaon,First Owner,1968 cc,Manual,2014,,,Manual,,,,New Car Price ₹19.73 Lakh,₹4.95 Lakh Make Your Offer,[]
2011 Skoda Laura Elegance 1.9 TDI MT,Mar 2011,Third Party,Diesel,5 Seats,"90,000 Kms",Gurgaon,Third Owner,1896 cc,Manual,2011,,,Manual,,,,New Car Price ₹17.47 Lakh,₹3.25 Lakh Make Your Offer,[]
2010 Maruti Wagon R LXI CNG,Oct 2010,-,CNG,5 Seats,"90,000 Kms",New Delhi,Second Owner,998 cc,Manual,2010,,,Manual,,,,New Car Price ₹4.95 Lakh,₹1.20 Lakh Make Your Offer,[]
2016 Mahindra TUV 300 T8,Aug 2016,Comprehensive,Diesel,7 Seats,"70,000 Kms",Faridabad,First Owner,1493 cc,Manual,2016,,,Manual,,,,New Car Price ₹11.48 Lakh,₹4.25 Lakh Make Your Offer,[]
2015 Maruti Swift Dzire VDI,Mar 2015,Comprehensive,Diesel,5 Seats,"80,000 Kms",Rohtak,First Owner,1248 cc,Manual,2015,,,Manual,,,,New Car Price ₹8.05 Lakh,₹4 Lakh Make Your Offer,[]
2012 Maruti Swift ZXI,Aug 2012,Comprehensive,Petrol,5 Seats,"70,000 Kms",New Delhi,First Owner,1197 cc,Manual,2012,,,Manual,,,,New Car Price ₹6.53 Lakh,₹3.15 Lakh Make Your Offer,[]
2019 Mahindra Scorpio S11 BSIV,Feb 2020,Comprehensive,Diesel,7 Seats,"47,000 Kms",Faridabad,First Owner,2179 cc,Manual,2019,,,Manual,,,,New Car Price ₹18.53 Lakh,₹14 Lakh Make Your Offer,[]
2010 Ford Fiesta 1.4 SXi TDCi ABS,May 2010,-,Diesel,5 Seats,"1,00,000 Kms",New Delhi,First Owner,1399 cc,Manual,2010,,,Manual,,,,New Car Price ₹9.03 Lakh,₹1.35 Lakh Make Your Offer,[]
2009 Maruti Swift Dzire LDi,Mar 2010,Third Party,Diesel,5 Seats,"2,50,000 Kms",Gurgaon,Second Owner,1248 cc,Manual,2009,,,Manual,,,,New Car Price ₹7.28 Lakh,₹1.65 Lakh Make Your Offer,[]
2011 Hyundai i10 Era,Feb 2011,-,Petrol,5 Seats,"60,000 Kms",Jaipur,First Owner,1086 cc,Manual,2011,,,Manual,,,,New Car Price ₹5.27 Lakh,₹1.80 Lakh Make Your Offer,[]
2015 Maruti S Cross DDiS 200 Delta,Dec 2015,Comprehensive,Diesel,5 Seats,"80,105 Kms",Panipat,Second Owner,1248 cc,Manual,2015,,,Manual,,,,New Car Price ₹10.11 Lakh,₹3.25 Lakh Make Your Offer,[]
2015 Honda City i VTEC SV,May 2015,Comprehensive,Petrol,5 Seats,"69,000 Kms",Barasat,First Owner,1497 cc,Manual,2015,,,Manual,,,,New Car Price ₹10.05 Lakh,₹5.50 Lakh Make Your Offer,[]
2013 Skoda Octavia Corporate Edition Diesel,Nov 2013,Comprehensive,Diesel,5 Seats,"1,03,000 Kms",mandi dabwali,First Owner,1968 cc,Manual,2013,,,Manual,,,,New Car Price ₹19.45 Lakh,₹5.50 Lakh Make Your Offer,[]
2018 Ford Endeavour 2.2 Titanium AT 4X2,Aug 2018,Comprehensive,Diesel,7 Seats,"1,26,000 Kms",Chandigarh,First Owner,2198 cc,Automatic,2018,,,Automatic,,,,New Car Price ₹35.95 Lakh,₹22 Lakh Make Your Offer,[]
2016 Hyundai Creta 1.6 CRDi SX,May 2016,-,Diesel,5 Seats,"95,000 Kms",Sri Ganganagar,Second Owner,1582 cc,Manual,2016,1582 cc,126.2 bhp,Manual,FWD,19.67 kmpl,,New Car Price ₹15.20 Lakh,₹7.50 Lakh Make Your Offer,"['Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control']"
2014 Hyundai Verna 1.6 CRDI,Jan 2015,Comprehensive,Diesel,5 Seats,"1,08,489 Kms",Kaithal,Second Owner,1582 cc,Manual,2014,1582 cc,126.3 bhp,Manual,,22.32 kmpl,Diesel,New Car Price ₹11.72 Lakh,₹4.50 Lakh Make Your Offer,"['Automatic Climate Control', 'Parking Sensors']"
2013 Chevrolet Sail 1.3 LS,Apr 2013,Comprehensive,Diesel,5 Seats,"1,04,000 Kms",Yamuna Nagar,First Owner,1248 cc,Manual,2013,1248 cc,74 bhp,Manual,,22.1 kmpl,Diesel,New Car Price ₹7.61 Lakh,₹1.70 Lakh Make Your Offer,[]
2011 Skoda Fabia 1.2 Petrol Active,Nov 2011,-,Petrol,5 Seats,"90,000 Kms",Gurgaon,First Owner,1198 cc,Manual,2011,1198 cc,73.9 bhp,Manual,,16.25 kmpl,Petrol,New Car Price ₹5 Lakh,₹1.90 Lakh Make Your Offer,"['Central Locking', 'Air Conditioner']"
2024 Mahindra Scorpio N Z8 Diesel AT,Nov 2024,Comprehensive,Diesel,7 Seats,"23,000 Kms",Jaipur,First Owner,2198 cc,Automatic,2024,2198 cc,172.45 bhp,Automatic,RWD,15.42 kmpl,Diesel,New Car Price ₹25.43 Lakh,₹20.50 Lakh Make Your Offer,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Sunroof']"
2017 Maruti Ignis 1.3 AMT Zeta,Mar 2017,-,Diesel,5 Seats,"77,000 Kms",Moga,Second Owner,1248 cc,Automatic,2017,1248 cc,74 bhp,Automatic,,26.8 kmpl,Diesel,New Car Price ₹8.47 Lakh,₹4 Lakh Make Your Offer,['Engine Start/Stop Button']
2015 Toyota Etios GD,Aug 2017,-,Diesel,5 Seats,"1,25,000 Kms",Moga,Third Owner,1364 cc,Manual,2015,1364 cc,67.05 bhp,Manual,,23.59 kmpl,Diesel,New Car Price ₹9.06 Lakh,₹3.25 Lakh Make Your Offer,[]
2011 Hyundai Verna 1.4 CRDi,Jan 2012,Comprehensive,Diesel,5 Seats,"92,000 Kms",barnala,Second Owner,1396 cc,Manual,2011,1396 cc,88.7 bhp,Manual,,24.8 kmpl,Diesel,New Car Price ₹10.25 Lakh,₹2.80 Lakh Make Your Offer,[]
2017 Hyundai Creta 1.4 CRDi S,Mar 2017,-,Diesel,5 Seats,"92,000 Kms",Rohtak,First Owner,1396 cc,Manual,2017,1396 cc,88.7 bhp,Manual,FWD,21.38 kmpl,,New Car Price ₹13.01 Lakh,₹6.75 Lakh Make Your Offer,['Rear AC Vents']
2009 Toyota Innova 2.5 E,Aug 2009,Comprehensive,Diesel,8 Seats,"1,09,695 Kms",Gurgaon,Second Owner,2494 cc,Manual,2009,2494 cc,,Manual,,12.8 kmpl,Diesel,New Car Price ₹10.48 Lakh,₹3.30 Lakh Make Your Offer,['Rear Seat Armrest']
2013 Ford Ecosport 1.5 DV5 MT Ambiente,Sept 2013,Third Party,Diesel,5 Seats,"1,30,000 Kms",Jaipur,Third Owner,1498 cc,Manual,2013,1498 cc,89.84 bhp,Manual,FWD,22.7 kmpl,,New Car Price ₹9.61 Lakh,₹2.50 Lakh Make Your Offer,[]
2021 Hyundai Alcazar Signature (O) Diesel AT BSVI,Sept 2021,Comprehensive,Diesel,6 Seats,"91,000 Kms",Alwar,First Owner,1493 cc,Automatic,2021,1493 cc,113.98 bhp,Automatic,,18.1 kmpl,Diesel,New Car Price ₹24.80 Lakh,₹15.50 Lakh Make Your Offer,"['Powered Front Seats', 'Ventilated Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Drive Modes', 'Cruise Control', '360 Degree Camera']"
2014 Ford Figo Diesel ZXI,Jan 2015,Third Party,Diesel,5 Seats,"1,00,000 Kms",Sirsa,Second Owner,1399 cc,Manual,2014,1399 cc,68.05 bhp,Manual,,20 kmpl,Diesel,New Car Price ₹6.60 Lakh,₹2 Lakh Make Your Offer,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Digital Odometer', 'Bluetooth Connectivity', 'Steering Mounted Controls']"
2019 Toyota Etios Liva 1.2 VX,May 2019,Comprehensive,Petrol,5 Seats,"91,600 Kms",Faridabad,Second Owner,1197 cc,Manual,2019,1197 cc,78.9 bhp,Manual,,17.71 kmpl,Petrol,New Car Price ₹7.17 Lakh,₹4.60 Lakh Make Your Offer,[]
2022 Mahindra Thar LX 4WD Hard Top Diesel BSVI,Oct 2022,Comprehensive,Diesel,4 Seats,"52,000 Kms",Yamuna Nagar,First Owner,2184 cc,Manual,2022,2184 cc,130 bhp,Manual,4X4,15.2 kmpl,,New Car Price ₹15.09 Lakh,₹13 Lakh Make Your Offer,"['Height Adjustable Driver Seat', 'Cruise Control']"
2015 Skoda Octavia Corporate Edition Diesel,Dec 2015,Third Party,Diesel,5 Seats,"80,000 Kms",Sonipat,First Owner,1968 cc,Manual,2015,1968 cc,141 bhp,Manual,,21 kmpl,Diesel,New Car Price ₹19.45 Lakh,₹6.60 Lakh Make Your Offer,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Air Purifier']"
2015 Maruti Ciaz VDi,May 2015,Comprehensive,Diesel,5 Seats,"92,105 Kms",charkhi dadri,Second Owner,1248 cc,Manual,2015,1248 cc,88.5 bhp,Manual,,26.21 kmpl,Diesel,New Car Price ₹9.47 Lakh,₹3.15 Lakh Make Your Offer,['Rear AC Vents']
2014 Toyota Etios Liva GD,May 2014,-,Diesel,5 Seats,"80,000 Kms",Sri Ganganagar,Third Owner,1364 cc,Manual,2014,1364 cc,67.04 bhp,Manual,,23.59 kmpl,Diesel,New Car Price ₹8.12 Lakh,₹3.25 Lakh Make Your Offer,[]
2020 Maruti Swift Dzire VXI 1.2,Aug 2020,Comprehensive,Petrol,5 Seats,"1,54,678 Kms",bharatpur,Second Owner,1197 cc,Manual,2020,1197 cc,81.80 bhp,Manual,,21.21 kmpl,Petrol,New Car Price ₹7.87 Lakh,₹6.20 Lakh Make Your Offer,"['Rear AC Vents', 'Parking Sensors']"
2018 Volkswagen Ameo 1.0 MPI Comfortline,Nov 2018,Comprehensive,Petrol,5 Seats,"76,000 Kms",Ellenabad,First Owner,999 cc,Manual,2018,999 cc,75 bhp,Manual,,19.44 kmpl,Petrol,New Car Price ₹7.49 Lakh,₹3.75 Lakh Make Your Offer,[]
2023 Maruti Swift VXI,May 2023,Third Party,Petrol,5 Seats,"38,000 Kms",jagraon,First Owner,1197 cc,Manual,2023,1197 cc,88.50 bhp,Manual,,22.38 kmpl,Petrol,New Car Price ₹8.21 Lakh,₹6.75 Lakh Make Your Offer,"['Android Auto/Apple CarPlay', 'Advanced Internet Features']"
2024 Hyundai Exter SX Opt AMT,2024,-,Petrol,5 Seats,"20,000 Kms",Mansa,First Owner,1197 cc,Automatic,2024,,,Automatic,,,,New Car Price ₹11.24 Lakh,₹9.10 Lakh ,[]
2017 Maruti Swift Dzire VDI,Mar 2017,Comprehensive,Diesel,5 Seats,"62,000 Kms",bhiwadi,First Owner,1248 cc,Manual,2017,1248 cc,74 bhp,Manual,,26.59 kmpl,Diesel,New Car Price ₹8.63 Lakh,₹5.75 Lakh Make Your Offer,[]
2021 Tata Altroz XZ Plus Dark Edition BSVI,Nov 2021,Comprehensive,Petrol,5 Seats,"68,000 Kms",Sri Ganganagar,First Owner,1199 cc,Manual,2021,1199 cc,86.83 bhp,Manual,,19.33 kmpl,Petrol,New Car Price ₹10.61 Lakh,₹6.50 Lakh Make Your Offer,"['Engine Start/Stop Button', 'Rear AC Vents', 'Automatic Climate Control', 'Android Auto/Apple CarPlay', 'Rear Camera']"
2012 Toyota Etios Diesel TRD Sportivo,Oct 2012,Comprehensive,Diesel,5 Seats,"1,22,000 Kms",Gurgaon,First Owner,1364 cc,Manual,2012,1364 cc,67.1 bhp,Manual,,23.59 kmpl,Diesel,New Car Price ₹8.50 Lakh,₹2.55 Lakh Make Your Offer,[]
2023 Tata Punch Pure,2023,-,Petrol,5 Seats,"20,000 Kms",zira,First Owner,1199 cc,Manual,2023,1199 cc,87 bhp,Manual,FWD,20.09 kmpl,,New Car Price ₹7.14 Lakh,₹5.60 Lakh ,['Parking Sensors']
2024 Toyota Rumion S AT,2024,-,Petrol,7 Seats,"20,000 Kms",RJ56,First Owner,1462 cc,Automatic,2024,1462 cc,101.64 bhp,Automatic,,,Petrol,New Car Price ₹14.24 Lakh,₹13 Lakh ,"['Parking Sensors', 'Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
2017 Datsun RediGO 1.0 T Option,2017,-,Petrol,5 Seats,"40,000 Kms",Bhiwani,Second Owner,999 cc,Manual,2017,999 cc,67 bhp,Manual,,22.5 kmpl,Petrol,New Car Price ₹4.31 Lakh,₹1.59 Lakh ,"['Keyless Entry', 'Central Locking', 'Air Conditioner', 'Bluetooth Connectivity']"
2007 Maruti 800 AC,May 2007,-,Petrol,4 Seats,"55,000 Kms",Sri Muktsar Sahib,First Owner,796 cc,Manual,2007,796 cc,37 bhp,Manual,,16.1 kmpl,Petrol,New Car Price ₹2.65 Lakh,₹85 Thousand Make Your Offer,['Air Conditioner']
2015 Chevrolet Beat Diesel LT,2015,-,Diesel,5 Seats,"80,000 Kms",New Delhi,First Owner,936 cc,Manual,2015,936 cc,56.3 bhp,Manual,,25.44 kmpl,Diesel,New Car Price ₹6.71 Lakh,₹1.40 Lakh ,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2010 Toyota Fortuner 3.0 Diesel,Oct 2011,-,Diesel,7 Seats,"1,35,000 Kms",Chandigarh,Third Owner,2982 cc,Manual,2010,2982 cc,,Manual,4WD,11.5 kmpl,Diesel,New Car Price ₹24.80 Lakh,₹5.50 Lakh Make Your Offer,"['Air Purifier', 'Automatic Climate Control']"
2024 Maruti Grand Vitara Sigma,2024,-,Petrol,5 Seats,"20,000 Kms",Sri Ganganagar,First Owner,1462 cc,Manual,2024,1462 cc,101.64 bhp,Manual,FWD,21.11 kmpl,,New Car Price ₹13.80 Lakh,₹11.25 Lakh ,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors', 'Advanced Internet Features']"
2014 Honda Amaze Anniversary Edition,Sept 2014,Third Party,Diesel,5 Seats,"1,15,000 Kms",Gurgaon,First Owner,1498 cc,Manual,2014,1498 cc,98.6 bhp,Manual,,25.8 kmpl,Diesel,New Car Price ₹9.46 Lakh,₹2.70 Lakh Make Your Offer,[]
2016 Mahindra Scorpio Adventure Edition 2WD,Jun 2016,Third Party,Diesel,7 Seats,"1,04,000 Kms",charkhi dadri,Second Owner,2179 cc,Manual,2016,2179 cc,120 bhp,Manual,RWD,15.4 kmpl,,New Car Price ₹15.72 Lakh,₹9.30 Lakh Make Your Offer,"['Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Cruise Control']"
2021 Toyota Urban cruiser Premium,2021,-,Petrol,5 Seats,"50,000 Kms",Sirsa,First Owner,1462 cc,Manual,2021,1462 cc,103.26 bhp,Manual,,17.03 kmpl,Petrol,New Car Price ₹11.28 Lakh,₹8 Lakh ,"['Automatic Climate Control', 'Parking Sensors', 'Cooled Glovebox', 'Cruise Control']"
2023 Hyundai Venue SX,2023,-,Petrol,5 Seats,"20,000 Kms",Sri Ganganagar,First Owner,1197 cc,Manual,2023,1197 cc,82 bhp,Manual,FWD,20.36 kmpl,Petrol,New Car Price ₹12.97 Lakh,₹10.25 Lakh ,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors', 'Cooled Glovebox', 'Wireless Charger', 'Sunroof', 'Advanced Internet Features']"
2024 Maruti Grand Vitara Zeta Plus Hybrid CVT,2024,-,Petrol,5 Seats,"30,000 Kms",Sangrur,First Owner,1490 cc,Automatic,2024,1490 cc,91.18 bhp,Automatic,FWD,27.97 kmpl,,New Car Price ₹21.57 Lakh,₹18 Lakh ,"['Ventilated Seats', 'Height Adjustable Driver Seat', 'Automatic Climate Control', 'Cruise Control', 'Sunroof']"
2024 Kia Sonet HTK Plus,2024,-,Petrol,5 Seats,"20,000 Kms",Banaskantha,First Owner,1197 cc,Manual,2024,1197 cc,81.8 bhp,Manual,FWD,18.4 kmpl,Petrol,New Car Price ₹11.76 Lakh,₹9.50 Lakh ,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors', 'Advanced Internet Features']"
2021 Ford Ecosport 1.5 Petrol Titanium Plus,2021,-,Petrol,5 Seats,"50,000 Kms",Pali,First Owner,1496 cc,Manual,2021,1496 cc,120.69 bhp,Manual,FWD,15.9 kmpl,,New Car Price ₹12.52 Lakh,₹9 Lakh ,"['Automatic Climate Control', 'Parking Sensors']"
2019 Hyundai i20 Asta Option Diesel,2019,-,Diesel,5 Seats,"80,000 Kms",Rawatbhata,First Owner,1396 cc,Manual,2019,1396 cc,88.76 bhp,Manual,,22.54 kmpl,Diesel,New Car Price ₹11.17 Lakh,₹7.49 Lakh ,"['Engine Start/Stop Button', 'Rear AC Vents', 'Automatic Climate Control', 'Lane Change Indicator', 'Rear Camera']"
2010 Chevrolet Beat LS,2010,-,Petrol,5 Seats,"1,00,000 Kms",Porbandar,Third Owner,1199 cc,Manual,2010,1199 cc,79.4 bhp,Manual,,18.6 kmpl,Petrol,New Car Price ₹4.95 Lakh,₹85 Thousand ,"['Central Locking', 'Air Conditioner']"
2023 Honda Amaze 2nd Gen VX Elite,2023,-,Petrol,5 Seats,"30,000 Kms",RJ98,Second Owner,1199 cc,Manual,2023,1199 cc,88.50 bhp,Manual,,18.6 kmpl,Petrol,New Car Price ₹10.54 Lakh,₹6.70 Lakh ,"['Engine Start/Stop Button', 'Automatic Climate Control', 'Parking Sensors', 'Android Auto/Apple CarPlay', 'Wireless Charging', 'Fog Lights']"
2019 Hyundai Grand i10 1.2 CRDi Sportz,2019,-,Diesel,5 Seats,"43,000 Kms",Rawatbhata,First Owner,1186 cc,Manual,2019,1186 cc,73.97 bhp,Manual,,24 kmpl,Diesel,New Car Price ₹8.47 Lakh,₹5 Lakh ,"['Rear AC Vents', 'Rear Camera']"
2012 Volkswagen Vento Diesel Highline,2012,-,Diesel,5 Seats,"1,55,000 Kms",Banswara,First Owner,1598 cc,Manual,2012,1598 cc,103.6 bhp,Manual,,20.54 kmpl,Diesel,New Car Price ₹12.73 Lakh,₹1.85 Lakh ,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors']"
2025 Hyundai Alcazar Executive Diesel,2025,-,Diesel,7 Seats,"1,000 Kms",,First Owner,1493 cc,Manual,2025,1493 cc,114 bhp,Manual,FWD,20.4 kmpl,Diesel,New Car Price ₹19.03 Lakh,₹18 Lakh ,"['Height Adjustable Driver Seat', 'Automatic Climate Control', 'Cruise Control']"
2023 Hyundai Venue S Opt 2023-2025,Aug 2023,Third Party,Petrol,5 Seats,"4,200 Kms",Bharuch,First Owner,1197 cc,Manual,2023,,,Manual,,,,New Car Price ₹11.08 Lakh,₹8.99 Lakh Make Your Offer,[]
2022 Audi Q2 Premium,2022,-,Petrol,5 Seats,"40,000 Kms",Jodhpur,First Owner,1984 cc,Automatic,2022,,,Automatic,,,,New Car Price ₹47.76 Lakh,₹30 Lakh ,[]
2017 Ford Ecosport 1.5 Diesel Titanium BSIV,Aug 2017,Third Party,Diesel,5 Seats,"85,000 Kms",Gandhidham,Second Owner,1498 cc,Manual,2017,,,Manual,,,,New Car Price ₹11.08 Lakh,₹4.40 Lakh Make Your Offer,[]
2023 Hyundai Exter S Opt,Aug 2023,Comprehensive,Petrol,5 Seats,"61,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2023,,,Manual,,,,New Car Price ₹8.60 Lakh,₹7.20 Lakh Make Your Offer,[]
2011 Maruti Swift 1.3 VXi,Aug 2011,Comprehensive,Petrol,5 Seats,"49,700 Kms",New Delhi,First Owner,1298 cc,Manual,2011,,,Manual,,,,New Car Price ₹4.92 Lakh,₹2.55 Lakh Make Your Offer,[]
2021 Maruti Vitara Brezza LXI,Oct 2021,Third Party,Petrol,5 Seats,"78,000 Kms",Banaskantha,First Owner,1462 cc,Manual,2021,,,Manual,,,,New Car Price ₹8.72 Lakh,₹6.99 Lakh Make Your Offer,[]
2022 Hyundai Creta EX BSVI,Nov 2022,Comprehensive,Petrol,5 Seats,"64,000 Kms",Narmada,First Owner,1497 cc,Manual,2022,,,Manual,,,,New Car Price ₹13.19 Lakh,₹9.99 Lakh Make Your Offer,[]
2017 Mahindra XUV500 R W10 FWD,Aug 2017,Comprehensive,Diesel,7 Seats,"1,04,000 Kms",Bharuch,Second Owner,2179 cc,Manual,2017,2179 cc,140 bhp,Manual,FWD,16 kmpl,,New Car Price ₹19.47 Lakh,₹7 Lakh ,"['Powered Front Seats', 'Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Cruise Control']"
2011 Hyundai i10 Magna,Jan 2012,-,Petrol,5 Seats,"1,00,937 Kms",Ahmedabad,Second Owner,1197 cc,Manual,2011,1197 cc,78.9 bhp,Manual,,20.36 kmpl,Petrol,New Car Price ₹5.29 Lakh,₹1.50 Lakh Make Your Offer,"['Central Locking', 'Air Conditioner', 'Digital Odometer']"
2021 Maruti Baleno Sigma,Jul 2021,-,Petrol,5 Seats,"32,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2021,1197 cc,81.80 bhp,Manual,,21.01 kmpl,Petrol,New Car Price ₹6.86 Lakh,₹5.25 Lakh Make Your Offer,['Android Auto/Apple CarPlay']
2017 Hyundai EON Era Plus,Jul 2017,-,Petrol,5 Seats,"79,972 Kms",Mehsana,First Owner,814 cc,Manual,2017,814 cc,55.2 bhp,Manual,,21.1 kmpl,Petrol,New Car Price ₹4.29 Lakh,₹2.80 Lakh Make Your Offer,"['Air Conditioner', 'Digital Odometer']"
2021 MG Hector Hybrid Sharp MT,2021,Comprehensive,Petrol,5 Seats,"25,000 Kms",Udaipur,First Owner,1451 cc,Manual,2021,,,Manual,,,,New Car Price ₹22.22 Lakh,₹14.20 Lakh ,[]
2021 Maruti Baleno Sigma,Sept 2021,-,Petrol,5 Seats,"32,500 Kms",Ahmedabad,First Owner,1197 cc,Manual,2021,1197 cc,81.80 bhp,Manual,,21.01 kmpl,Petrol,New Car Price ₹6.86 Lakh,₹5.35 Lakh Make Your Offer,['Android Auto/Apple CarPlay']
2016 Honda City i VTEC V,Aug 2016,-,Petrol,5 Seats,"79,000 Kms",Gandhinagar,Second Owner,1497 cc,Manual,2016,1497 cc,117.3 bhp,Manual,,17.8 kmpl,Petrol,New Car Price ₹11.51 Lakh,₹4.50 Lakh Make Your Offer,"['Automatic Climate Control', 'Rear AC Vents', 'Parking Sensors']"
2016 Mahindra KUV 100 mFALCON G80 K6 AW,Jan 2017,-,Petrol,6 Seats,"1,05,000 Kms",Vadodara,Second Owner,1198 cc,Manual,2016,1198 cc,82 bhp,Manual,FWD,18.15 kmpl,,New Car Price ₹6.51 Lakh,₹1.99 Lakh Make Your Offer,['Cooled Glovebox']
2016 Maruti Vitara Brezza ZDi,2016,-,Diesel,5 Seats,"80,000 Kms",Jalore,First Owner,1248 cc,Manual,2016,1248 cc,88.5 bhp,Manual,FWD,24.3 kmpl,,New Car Price ₹10.59 Lakh,₹8 Lakh ,"['Automatic Climate Control', 'Air Purifier', 'Parking Sensors']"
2016 Mahindra Scorpio S2 7 Seater,2016,-,Diesel,7 Seats,"1,60,000 Kms",Banaskantha,First Owner,2523 cc,Manual,2016,2523 cc,75 bhp,Manual,RWD,15.4 kmpl,,New Car Price ₹10.61 Lakh,₹6.25 Lakh ,['Rear AC Vents']
2023 Kia Seltos HTX,Feb 2023,Comprehensive,Petrol,5 Seats,"51,000 Kms",Ahmedabad,First Owner,1497 cc,Manual,2023,1497 cc,113.42 bhp,Manual,2WD,17 kmpl,Petrol,New Car Price ₹17.62 Lakh,₹14.50 Lakh Make Your Offer,"['Height Adjustable Driver Seat', 'Air Purifier', 'Automatic Climate Control', 'Cruise Control', 'Sunroof']"
2019 Maruti XL6 Zeta,Nov 2019,Comprehensive,Petrol,6 Seats,"85,700 Kms",patan,First Owner,1462 cc,Manual,2019,1462 cc,103.2 bhp,Manual,,19.01 kmpl,Petrol,New Car Price ₹11.34 Lakh,₹8.45 Lakh Make Your Offer,"['Touchscreen', 'Parking Sensors', 'Automatic Climate Control', 'Rear AC Vents', 'Rear Charging Sockets', 'Rear Seat Armrest', 'Tumble Fold Seats', 'Cruise Control']"
2010 Maruti Swift Dzire VXi,Nov 2010,-,Petrol,5 Seats,"49,695 Kms",New Delhi,First Owner,1298 cc,Manual,2010,1298 cc,85.8 bhp,Manual,,17.5 kmpl,Petrol,New Car Price ₹6.48 Lakh,₹2.55 Lakh Make Your Offer,[]
2025 Force Gurkha 5 Door Diesel,2025,-,Diesel,7 Seats,"10,000 Kms",Gandhinagar,First Owner,2596 cc,Manual,2025,2596 cc,138.08 bhp,Manual,4WD,9.5 kmpl,,New Car Price ₹21.69 Lakh,₹18.75 Lakh ,['Height Adjustable Driver Seat']
2018 Maruti Baleno 1.2 Alpha,Apr 2018,-,Petrol,5 Seats,"67,000 Kms",Surat,Second Owner,1197 cc,Manual,2018,1197 cc,83.1 bhp,Manual,,21.4 kmpl,Petrol,New Car Price ₹8.32 Lakh,₹4.80 Lakh Make Your Offer,"['Engine Start/Stop Button', 'Automatic Climate Control', 'Rear Camera']"
2011 Maruti Swift Dzire VXi,May 2011,Comprehensive,Petrol,5 Seats,"78,300 Kms",HR98,First Owner,1298 cc,Manual,2011,1298 cc,85.8 bhp,Manual,,17.5 kmpl,Petrol,New Car Price ₹6.48 Lakh,₹2.55 Lakh Make Your Offer,[]
2023 Hyundai Grand i10 Nios Sportz,Jun 2023,Comprehensive,Petrol,5 Seats,"40,000 Kms",Ahmedabad,First Owner,1197 cc,Manual,2023,1197 cc,82 bhp,Manual,,18 kmpl,Petrol,New Car Price ₹8.26 Lakh,₹6.45 Lakh Make Your Offer,"['Rear AC Vents', 'Automatic Climate Control', 'Android Auto/Apple CarPlay', 'Rear Camera']"
2018 Maruti Ertiga SHVS VDI,Nov 2018,-,Diesel,7 Seats,"88,000 Kms",Surat,Second Owner,1248 cc,Manual,2018,1248 cc,88.5 bhp,Manual,,24.52 kmpl,Diesel,New Car Price ₹10.81 Lakh,₹7.80 Lakh Make Your Offer,"['Parking Sensors', 'Rear AC Vents', 'Rear Seat Armrest', 'Tumble Fold Seats']"
2023 Tata Harrier XT Plus BSVI,2023,Zero Dep,Diesel,5 Seats,"40,000 Kms",Ahmedabad,Second Owner,1956 cc,Manual,2023,,,Manual,,,,New Car Price ₹21 Lakh,₹14.50 Lakh ,[]
2020 Tata Altroz XM,Jun 2020,Comprehensive,Petrol,5 Seats,"79,000 Kms",Mehsana,First Owner,1199 cc,Manual,2020,,,Manual,,,,New Car Price ₹7.25 Lakh,₹5.25 Lakh Make Your Offer,[]
2021 Hyundai i20 Sportz BSVI,Jul 2021,Comprehensive,Petrol,5 Seats,"27,724 Kms",Vadodara,Second Owner,1197 cc,Manual,2021,,,Manual,,,,New Car Price ₹8.98 Lakh,₹7.25 Lakh Make Your Offer,[]
